datetime,ocean_name,latitude,longitude,depth_m,salinity_psu,ph,chlorophyll_mg_m3,nitrate_umol_l,phosphate_umol_l,oxygen_ml_l,current_speed_m_s,wind_speed_m_s,temperature_c
53:16.8,Pacific Ocean,32.33651088,149.9360944,1041.432865,36.38699095,8.096960287,0.437057734,29.89770101,1.184282957,2.965521592,0.005315854,5.279974437,16.17843704
53:16.8,Atlantic Ocean,-50.71430018,-61.97824841,5747.011827,33.87659901,7.790879732,0.624041292,32.32422658,0.117521121,5.605422758,1.801732584,9.847935306,-32.57901847
53:16.8,Arctic Ocean,80.99301311,-46.05038821,5127.704779,34.25761615,8.215450964,0.397614829,22.08615278,2.726113573,2.238721176,2.748011283,16.67259199,-30.35881214
53:16.8,Indian Ocean,51.54210259,93.53651703,1382.969024,30.75321432,8.305929366,0.518732319,0.06820126,2.192240751,4.805971844,1.525672467,10.6744683,12.2355218
53:16.8,Southern Ocean,-73.90601958,-58.02354633,1965.397764,30.31457195,7.759916474,1.729609501,25.45463241,0.81500042,7.704597141,0.008900879,4.889271965,1.917469687
53:16.8,Pacific Ocean,-14.83546036,162.7424808,1259.357054,36.95475604,7.80062056,0.900112803,29.95525119,1.490591567,5.397555626,0.656614288,0.892421498,16.34004493
53:16.8,Arctic Ocean,68.24129536,85.65399684,2951.255757,34.38428892,8.16115427,5.931140877,9.959330649,0.08337837,1.349955323,2.767324782,12.43939672,-6.069843458
53:16.8,Arctic Ocean,80.05176401,35.07452733,117.6631948,35.52215068,8.195585174,1.545896128,18.58584005,1.017848345,7.921334964,0.051067273,8.403197947,19.83567646
53:16.8,Pacific Ocean,-5.867727975,137.1222578,4028.208053,35.57661248,8.204099684,0.319745665,38.62906494,1.567605707,2.098064308,1.184339298,19.68707734,-9.43215973
53:16.8,Other,20.41405006,-162.141873,3138.948899,32.77375813,8.182698505,0.30699418,11.92462214,1.551670845,6.026483719,2.369234179,15.59519771,-4.901471919
53:16.8,Other,-59.9338897,-87.45743081,5391.83357,34.75892511,7.892807717,0.409319934,8.926130042,0.624554634,4.727710273,2.514272981,16.16725639,-31.21141021
53:16.8,Arctic Ocean,88.4103527,-12.58691968,986.356106,34.70760222,7.894853674,1.853163584,8.434191619,2.330242099,3.060524815,1.432823798,0.244700458,11.0704001
53:16.8,Other,-48.29909375,-98.28772579,4824.655476,33.88427221,7.754817624,0.027666873,22.35203337,0.896586476,2.241173398,0.697451255,15.55590666,-24.57890719
53:16.8,Arctic Ocean,79.69171934,87.80586743,4751.766087,38.20675383,7.6568337,0.261600219,37.99148405,1.74123007,2.24391655,1.799114153,3.892266214,-23.2835415
53:16.8,Pacific Ocean,26.93639682,150.9148912,763.0871353,34.51164004,8.192577379,2.353020023,24.34760517,0.814566677,7.008797768,0.791334095,11.71591745,19.3471137
53:16.8,Atlantic Ocean,19.39262308,-27.44275682,2391.355345,36.03644525,7.593188786,1.021363611,12.13292481,1.275503619,7.110387599,0.765792774,8.948431446,1.133305795
53:16.8,Atlantic Ocean,2.283931983,-56.83226396,1020.915847,38.9552012,8.437792287,0.257278443,25.54279112,0.622543876,4.256018651,2.42279929,11.43207701,20.55343709
53:16.8,Pacific Ocean,-48.47943389,166.1582636,1528.323003,38.66233623,8.326686304,0.247365765,24.9936919,1.899023378,1.72535024,0.462797506,2.668870588,11.15479982
53:16.8,Atlantic Ocean,-58.22495424,-19.85312418,1579.477049,38.90422204,8.35750574,1.984990653,23.87700543,1.27675308,7.189155727,0.016564435,9.137833628,8.742146245
53:16.8,Atlantic Ocean,-50.31248237,-3.942575838,3337.418364,32.70004996,8.406668815,2.24203114,6.377048276,0.048351913,4.409115403,1.010325651,0.738893719,-10.22131491
53:16.8,Atlantic Ocean,-56.44111281,-53.40604596,2468.465591,30.34982488,7.908604971,0.295890457,25.38267197,0.084494982,4.07133696,1.472921865,0.819986963,-1.362109227
53:16.8,Pacific Ocean,50.32520524,147.4374503,5686.396824,32.610668,8.346700723,0.545607491,17.2065781,1.413402955,3.851499171,2.115241176,13.15476262,-32.85606063
53:16.8,Indian Ocean,-26.97745335,24.82397398,758.2208517,32.78707346,7.6580613,1.799362733,0.743682345,0.549677601,3.555099217,2.343345773,19.03396747,18.30188892
53:16.8,Southern Ocean,-79.58831822,94.38285139,5842.152809,39.09360327,7.521641795,1.474065759,21.59057949,1.755126144,4.682037825,1.990557633,15.54785837,-36.62546433
53:16.8,Arctic Ocean,84.43847343,112.2504186,1383.831841,36.49242733,8.284891395,1.681557667,39.57066981,1.224575345,5.231788586,1.879526641,9.383115611,8.172555459
53:16.8,Arctic Ocean,69.08145929,-56.93434491,4637.243618,30.8170396,7.574796648,0.730637628,13.98958363,1.963259507,4.265025425,1.997246167,1.117414802,-23.21415239
53:16.8,Arctic Ocean,76.99541098,-23.87004072,2033.819557,31.35378596,8.488524667,2.425307099,38.62236873,2.857185522,7.276537144,0.814579553,0.900402989,1.694564362
53:16.8,Arctic Ocean,89.08340808,125.4498388,858.4883725,31.55676126,8.17479643,0.394453277,3.848229667,1.586208404,3.2236286,1.147083969,3.157845222,10.09012986
53:16.8,Atlantic Ocean,-58.69885514,-49.2280734,5147.335111,36.30421748,8.25344971,0.170399469,29.29800463,2.362135811,5.048182998,1.849309503,19.51621008,-26.46691513
53:16.8,Pacific Ocean,-18.6764366,105.816648,1853.165395,37.35414026,7.745803856,1.233512615,4.573199787,2.259122989,3.099677441,0.196711981,7.973221329,10.84400445
53:16.8,Pacific Ocean,46.48292563,158.7572361,3953.132425,38.59643911,8.173865394,0.77512633,10.94286294,2.765373313,6.273450167,0.88597605,16.86814584,-12.06663224
53:16.8,Indian Ocean,35.28371125,44.3557343,3398.662111,39.40636551,7.543219937,1.928168843,22.83363341,0.642053602,1.714847695,1.219256834,14.10284878,-7.583606885
53:16.8,Southern Ocean,-62.29873686,86.98582348,2830.537856,32.01704557,8.33782572,0.084642457,23.71118776,2.481980912,2.320892978,1.600322049,12.10857318,-5.188445774
53:16.8,Pacific Ocean,56.8499625,109.8350323,2974.916836,33.09772485,7.669624093,1.85592944,31.00845269,2.716561136,6.608409869,1.459446322,18.95652223,-5.247095389
53:16.8,Pacific Ocean,-49.60069707,124.2142736,4393.427485,32.40322881,8.197358067,0.347141465,24.61245629,1.178288943,2.282383167,2.154395634,4.608231412,-19.94125249
53:16.8,Atlantic Ocean,-49.71282933,-37.78079837,526.6374847,33.58761567,7.724480501,1.063792593,23.74458818,0.941448584,5.380224423,1.420280026,9.097793249,20.0317752
53:16.8,Other,6.655396121,-161.5451547,4009.083972,39.14665107,7.568453169,0.040956159,36.49412348,2.856107729,7.791704163,2.712389951,17.29445931,-9.951075441
53:16.8,Atlantic Ocean,16.72918827,-35.32454235,5374.872608,35.75112567,7.981493679,0.940535517,18.08643009,1.882898466,4.660234296,1.140955026,11.03522615,-26.11787459
53:16.8,Indian Ocean,14.41551741,62.55224272,346.7291821,37.38191897,7.66928621,1.263268875,9.010631148,1.142029456,2.311775124,1.576115119,4.928902793,24.80629799
53:16.8,Southern Ocean,-73.53236927,-17.87386112,843.9200354,34.90119236,8.229443988,0.460053638,6.471543401,2.375483163,3.24483732,0.009631169,4.178328337,15.43709055
53:16.8,Arctic Ocean,67.94295527,89.62673431,4299.79162,30.28857913,7.737565843,0.24259489,15.99978387,0.913421705,6.764206535,0.931433869,15.05762002,-21.73091457
53:16.8,Atlantic Ocean,-42.19199233,-51.48632539,2623.689889,30.64195486,7.842472556,0.771391306,28.51011021,0.529222758,3.461626392,2.599718932,0.255777885,-2.49570744
53:16.8,Southern Ocean,-66.68731417,48.5078908,2421.291725,35.37923031,8.067439251,1.790904661,1.701739397,1.631908907,6.064579513,1.000729184,18.28384155,-0.461423738
53:16.8,Arctic Ocean,69.97465438,-112.8888703,821.7998073,37.18789035,7.784968278,0.390892839,5.16213546,1.698636135,6.44145044,0.759559,0.368359762,15.19154178
53:16.8,Arctic Ocean,82.01726968,89.77299719,3040.620244,32.15330528,7.877988116,0.290979901,4.244538404,2.477239447,4.508279931,1.630610887,12.61978094,-10.48888973
53:16.8,Arctic Ocean,65.18297111,16.45054877,759.2718672,37.21909574,8.315621771,0.327026421,23.41000612,1.371082065,6.482493691,0.236190295,12.09495923,15.81338319
53:16.8,Other,55.71289345,-106.5368201,2859.722738,38.10665773,7.67920985,2.978524243,9.714586021,2.443759619,3.218321031,1.594815395,11.56822302,-4.363966655
53:16.8,Other,27.94355652,-74.91197754,4581.691794,34.11897478,7.582201589,0.445157921,6.650377132,0.933968038,4.613117527,0.910997395,9.486861017,-19.42914618
53:16.8,Indian Ocean,9.15432671,89.49913509,1549.586147,37.46419233,7.828357785,0.003610751,23.71082879,1.726104607,5.805907848,1.14930867,17.04860665,16.60651472
53:16.8,Southern Ocean,-74.34238322,-6.263555162,2884.717009,34.0402995,7.924376767,1.521798936,30.45239662,0.625418337,2.176512031,2.374095013,13.18665741,-6.775928416
53:16.8,Other,-16.47842165,-102.2286815,5952.095816,36.78350629,8.042659282,1.201558373,13.28619666,1.156337853,2.915353772,1.985892056,15.63724563,-31.69335001
53:16.8,Pacific Ocean,-22.91606694,168.2176285,4119.90254,37.63997049,7.872423696,0.137617747,23.12818423,2.572619093,5.564256224,1.338318279,2.31043612,-10.94085051
53:16.8,Indian Ocean,-43.24431892,77.44500713,5048.140628,39.91926618,8.2899117,4.193341974,3.924976528,0.64796458,5.587520839,1.732548939,0.997972749,-22.93373014
53:16.8,Pacific Ocean,40.21562046,164.5685397,2489.085639,33.45396662,7.539319488,0.936652343,37.40764122,2.430718389,4.453118525,2.300576266,0.570570179,1.503200445
53:16.8,Atlantic Ocean,-0.742367686,-26.24218367,4607.165539,34.11040781,7.931767538,0.694707379,13.47584741,0.848614974,6.569097497,2.237351236,2.944119709,-17.15690489
53:16.8,Southern Ocean,-75.41168114,-8.963877351,243.0550376,31.65620059,7.882255915,0.481621686,39.90022773,0.103469159,4.374384314,0.555965132,13.34015781,20.55100499
53:16.8,Pacific Ocean,-50.36702365,143.2638778,737.4670953,32.04073058,8.147578491,2.289399956,39.14351023,0.32980371,7.169255858,0.902757666,9.880435115,17.81304739
53:16.8,Atlantic Ocean,32.98657746,9.017762488,1218.423558,36.93395003,8.466276252,0.279665599,31.15293797,2.237638636,6.151324016,1.044710793,15.04504512,15.05098627
53:16.8,Southern Ocean,-76.29644529,74.62040829,2411.711548,39.1704559,8.010375407,0.3365487,0.802683816,0.78621278,3.202864043,0.56262687,3.834606735,-2.628971949
53:16.8,Arctic Ocean,63.21724453,-89.2177641,5074.46927,33.94604952,8.486876847,0.130576684,21.73899682,1.962436777,3.766778059,0.036484362,7.339260839,-27.29712725
53:16.8,Atlantic Ocean,-0.873625137,-19.17847127,2077.596305,31.79844447,7.802249395,1.42345264,3.473456818,2.097596708,5.6738068,0.521901806,17.76995097,10.22629405
53:16.8,Other,-3.494416081,-135.5580483,3927.727161,32.85099499,7.530868133,0.90522538,35.80552104,1.035355393,7.261168332,2.424732981,18.71429092,-9.836131401
53:16.8,Other,16.63340124,-105.8471871,4255.885769,34.55051705,7.665663167,0.939216964,31.58545011,1.424756962,2.250961129,1.637761354,18.4345831,-14.68856093
53:16.8,Other,58.44257387,-179.6603705,3517.094125,32.90650329,7.895124885,0.246502294,38.89361506,1.211301271,4.602644771,1.024974081,16.36610088,-11.66235532
53:16.8,Other,-27.39434258,-165.8645814,2143.451809,32.33579083,7.816333909,1.053165964,24.33531813,2.842046989,1.831490949,1.825033337,13.76471757,5.133953511
53:16.8,Pacific Ocean,32.04290746,171.8221763,3462.32005,37.35984489,7.597054131,1.45012251,20.88691218,0.959846587,2.956186087,2.219502376,18.27355788,-8.155136485
53:16.8,Other,11.83175352,-92.75266975,2053.593557,30.07844921,7.932660108,0.442993362,20.75895424,0.549969127,5.801869515,1.063283349,14.28363184,7.255334094
53:16.8,Indian Ocean,-41.93491137,58.79185542,503.2424313,35.39230527,7.838115772,1.61619642,15.45793498,1.096778529,1.544142447,1.398224525,19.07872497,22.29528013
53:16.8,Arctic Ocean,68.15339754,122.0758916,5956.823869,37.93766807,7.62261922,0.428924012,18.74760269,2.008547123,5.636510073,0.19263965,0.495766641,-34.46658995
53:16.8,Atlantic Ocean,53.53668389,18.23776533,763.0947218,32.66228286,7.796117131,1.419389872,25.41650333,2.092088071,7.305677847,1.791271609,18.43284172,15.79350506
53:16.8,Other,28.52133024,-124.86798,434.090303,36.03291511,8.386436055,0.034312092,37.3179043,2.772171946,7.785592037,1.069221287,11.11481072,24.28944435
53:16.8,Arctic Ocean,63.10471124,82.12191744,5271.184495,36.68900106,7.802048865,0.801099054,23.83537353,2.645263455,2.516425407,1.300570943,2.235955036,-27.92337455
53:16.8,Arctic Ocean,66.11295617,36.09050764,1811.007965,36.55024696,8.213955423,3.490899815,34.28463769,0.864961561,6.242285696,1.267801854,4.298225395,6.22201266
53:16.8,Indian Ocean,37.50533581,83.25021217,3901.781844,34.45849634,8.11204708,3.976273604,34.51119645,1.365489747,7.484593141,1.897227866,17.04318568,-12.44474088
53:16.8,Arctic Ocean,60.66239911,97.10878423,1974.034378,33.46577988,7.927181162,0.330941171,20.75330703,2.241806965,1.639585176,1.717396047,10.1223391,2.956195907
53:16.8,Pacific Ocean,35.5448631,171.1477324,2348.725625,38.35924073,7.739025637,0.582319998,13.89878566,2.749611842,3.898165259,1.266318143,19.65635447,3.224527403
53:16.8,Indian Ocean,32.42533892,26.48278081,1572.677832,37.58445957,7.869014699,0.06504842,25.58295493,1.011495039,7.435868368,0.050865064,2.35062219,12.3804981
53:16.8,Atlantic Ocean,21.35004808,-57.00919943,2058.264035,33.21255173,8.092107213,2.066259272,17.83509368,1.333324303,2.419512488,1.862887844,8.250069278,5.717994847
53:16.8,Indian Ocean,45.48899512,53.44724048,2464.202404,31.03019194,7.850753215,0.840654997,3.257634693,2.698434811,7.536324787,2.638732422,6.637488862,-1.025660264
53:16.8,Southern Ocean,-61.45108105,-155.3613447,4322.496415,30.71807545,7.714896434,0.48629673,15.11236402,1.075451619,4.690344498,2.308654715,10.32270872,-19.92025973
53:16.8,Arctic Ocean,68.55673666,143.0630346,3069.217165,30.94275978,7.616462749,0.119651659,39.76288552,1.441538959,1.699251578,2.944846897,12.66875638,-9.148826025
53:16.8,Arctic Ocean,66.93183499,-137.0228359,5661.391303,35.82869361,8.379766938,2.933082137,1.940474801,2.713512424,4.149141217,0.417226014,13.23258939,-32.31746345
53:16.8,Southern Ocean,-84.73548905,-61.97657836,251.282363,30.51662176,7.940312976,0.755488752,27.86667648,2.406729654,3.283828368,0.667560158,0.025917598,17.36273386
53:16.8,Pacific Ocean,58.6470151,113.668337,3018.409936,33.36926875,8.125208322,0.332578926,33.6475482,0.730292775,2.975429124,1.617802396,1.779208676,-6.130566973
53:16.8,Southern Ocean,-66.80342385,35.0324562,3505.348733,37.53199702,7.990410361,0.43111394,25.94903614,0.974385196,4.790329029,0.707645107,0.701276673,-10.89935875
53:16.8,Atlantic Ocean,-29.67860623,-38.2912127,5521.181916,32.94348167,8.372566518,0.315666244,22.78992925,1.058876182,4.385148835,0.103649344,17.29198293,-29.07307813
53:16.8,Atlantic Ocean,43.83148613,-9.563162625,294.9511417,37.63308077,8.046934852,0.920825521,28.30217668,2.73821542,4.373770117,1.206864828,6.265845063,22.95430949
53:16.8,Southern Ocean,-61.06321871,127.6370616,3440.99751,37.45467038,7.980781418,2.658739826,17.17370949,2.996801211,1.616992118,0.862934202,7.341268838,-10.70537437
53:16.8,Atlantic Ocean,57.23406434,-57.59842102,5121.779571,32.45827133,8.42460099,1.942771702,3.654469492,2.322012906,6.616227267,0.791282537,9.007424979,-27.46815259
53:16.8,Pacific Ocean,59.78415203,133.0738865,1451.566369,37.2882218,8.219689596,0.616891713,38.49487017,1.452978907,4.370075207,2.859518451,16.98608795,9.00187823
53:16.8,Other,1.344192077,-148.2716048,5257.754091,37.47776638,7.611549907,1.751574004,17.2920308,0.030521454,6.746340801,0.715362349,0.283325219,-22.43991459
53:16.8,Southern Ocean,-88.85054309,99.6474374,114.2604556,33.97453926,7.677704461,0.550095839,26.61556949,2.09246417,6.772162491,0.388297714,2.372365488,20.51573999
53:16.8,Pacific Ocean,-38.33313603,125.1171479,4394.727775,32.10420484,8.287122863,0.290763001,21.25241748,1.168083493,3.219947274,0.375957774,13.70326244,-19.49650146
53:16.8,Other,21.04684531,-114.545645,5598.679327,35.21270807,8.335851321,4.099263557,2.186922879,1.898959411,1.030424127,2.41897222,19.27785045,-28.5360056
53:16.8,Arctic Ocean,86.61351204,-25.07524835,3943.18597,39.21397588,8.045190829,0.362244091,38.10986404,1.82008189,7.378719742,2.144544224,12.85572843,-16.73215332
53:16.8,Other,23.72643486,-120.4200811,2634.175464,36.39616732,8.054455228,0.391154344,31.70148904,1.44249617,6.324862852,0.388458587,5.222469369,-0.512809442
53:16.8,Indian Ocean,-43.23535541,74.37748644,269.2860988,31.72922498,8.131932963,4.574919175,5.963915779,2.833162193,1.750763698,0.659259357,10.39728858,24.1850325
53:16.8,Atlantic Ocean,24.12102656,12.7251965,5520.68288,36.82756925,7.939115774,0.143786648,39.26595505,0.069439036,5.912089238,2.242029025,19.49960951,-26.20815969
53:16.8,Indian Ocean,7.197368349,48.71640481,2821.777336,34.27203027,8.180199123,1.429343785,29.47605489,2.136397453,1.140162881,0.823849194,10.56153093,-0.621439722
53:16.8,Other,50.37217113,-109.2646919,173.980466,35.91528797,7.608481258,2.745950818,18.89286602,1.229519605,1.194313485,2.944626225,7.470152595,21.30184002
53:16.8,Southern Ocean,-70.74348501,-103.7714897,4138.926428,37.34064035,8.461279242,0.717019868,24.45480226,2.141371351,4.680762677,1.6217102,7.668511097,-17.96586712
53:16.8,Other,46.98502245,-165.0609628,2891.023521,35.14947352,8.250154824,0.002524947,4.269467281,2.025658943,1.672262005,0.576023911,19.34067017,-4.699086952
53:16.8,Atlantic Ocean,7.427984162,-64.05568733,746.0719047,38.13983975,8.131174204,0.470097944,22.4164604,0.030714008,7.750355657,2.576425364,14.37833053,23.38594378
53:16.8,Arctic Ocean,83.33856069,21.50807808,1285.630856,37.22155579,7.816322057,0.118298285,2.946442881,0.856015486,7.256818587,0.958426638,13.74345711,9.648148693
53:16.8,Pacific Ocean,-28.46301011,128.856569,386.9440827,36.1507334,7.660955487,0.538175685,21.79421028,0.567274562,5.548684219,0.866422065,4.641086434,23.63778386
53:16.8,Indian Ocean,23.87194076,60.09388109,3445.761238,31.50792816,7.909342964,1.560775193,22.10782755,0.500959059,1.445962796,0.9823237,11.18969276,-8.113477212
53:16.8,Arctic Ocean,77.76505899,-23.25732358,3732.176876,38.35949111,8.161576741,0.577520332,34.97755141,2.185430052,3.273846805,2.304591745,7.13490397,-12.82636879
53:16.8,Southern Ocean,-71.54824896,163.1232412,3034.45379,39.35905585,8.133709743,0.56550204,29.00230001,0.718654047,3.602060985,0.519638849,4.804030517,-5.874099526
53:16.8,Arctic Ocean,78.7011277,78.92827221,4902.612798,31.36965124,7.882641155,0.8137104,9.982095689,1.424212845,4.366158851,1.145357341,17.91104572,-27.01914469
53:16.8,Pacific Ocean,33.81943001,154.859473,5166.052928,34.88241129,8.113286394,0.871533892,35.53704569,0.740966986,2.182320118,0.092498318,7.663116175,-23.86593406
53:16.8,Southern Ocean,-77.78932936,9.931670378,3693.74638,32.58888742,8.313748296,1.940001799,22.92970659,1.74070147,5.0425815,2.479879852,5.655743249,-16.21748012
53:16.8,Other,-35.82655795,-86.79446107,76.53887824,37.54523307,7.526284772,0.368683096,24.25517914,2.161721304,4.050394535,1.022156299,18.63440793,27.44573991
53:16.8,Other,37.47097596,-160.9823929,4171.377934,37.21629636,7.950621048,1.724126603,6.759254769,0.993224216,7.631078744,0.744518759,3.946927929,-15.28222596
53:16.8,Southern Ocean,-77.87689174,81.39054653,2507.995302,31.40885121,8.258555228,0.834558104,34.31094384,1.809062545,7.553366607,1.739679727,14.91009569,-3.251142251
53:16.8,Other,14.79068283,-136.3309207,3393.344899,38.77027271,8.04614447,0.35743173,37.2386046,2.474564323,4.958317687,2.114975651,13.05494289,-4.814925744
53:16.8,Other,-27.74104975,-71.00095382,3894.483612,31.80973064,8.151476088,0.349736278,30.99962598,0.282672855,5.510445352,2.438688112,18.40968857,-14.23486057
53:16.8,Atlantic Ocean,21.7647932,11.68952684,2101.419686,37.97259026,8.016676393,0.448066055,37.63009811,2.132011797,1.964575274,1.043354836,16.64094275,8.361190133
53:16.8,Southern Ocean,-81.76643391,23.1899716,5502.591031,34.5698036,8.491874545,0.974696742,12.09199616,0.969434833,2.563262672,2.43690255,14.10590436,-35.11307631
53:16.8,Arctic Ocean,66.87662511,36.20995092,803.8492005,33.28272294,7.554621536,0.262419517,34.44476673,0.36794987,7.305007829,1.394643001,6.291433214,13.96386947
53:16.8,Arctic Ocean,85.22801445,-120.1480811,4029.070844,31.58239263,7.991044822,2.529906882,19.55572571,1.636962623,5.89416146,0.303426803,9.911380225,-19.94985599
53:16.8,Arctic Ocean,84.39801395,-43.29453426,26.15747974,31.67614256,7.591416549,0.855460447,6.556688118,0.678786958,2.326011381,2.538922448,18.88991523,18.68023677
53:16.8,Indian Ocean,44.93732971,42.18992176,5547.906632,36.61890555,7.659785562,2.525925876,26.75202396,2.464085378,4.991472143,1.642904346,0.464052612,-30.74964081
53:16.8,Southern Ocean,-66.58447678,169.1347913,675.0247994,35.50430388,7.88303835,0.047515553,27.36481083,0.128687729,7.543328753,1.807408716,15.88663648,16.93698519
53:16.8,Indian Ocean,46.48737527,81.94720957,569.3053809,31.22085422,7.655540092,0.419479914,11.47698055,0.295958689,3.416197743,2.812473809,5.036207009,18.55572832
53:16.8,Southern Ocean,-85.57435504,152.1373526,1998.045798,31.1269786,8.463687166,0.023071779,1.099733265,1.562988378,2.300742629,1.677454455,3.700338866,0.42334936
53:16.8,Southern Ocean,-86.01776072,94.39634099,2241.397716,30.72310575,8.446789777,0.31780019,7.993890363,1.766825352,7.594176938,0.016750592,4.644492288,-2.786138536
53:16.8,Indian Ocean,-31.75016055,33.0181088,1285.800434,37.43767347,7.836109646,1.980548495,15.99110191,2.189659994,4.228857522,2.611847523,1.19501983,14.50069562
53:16.8,Other,-2.044225727,-110.8715871,3510.729966,37.11882085,8.139747712,0.03729667,6.702516442,0.777782185,3.920693991,0.854253241,19.83959649,-5.213206083
53:16.8,Indian Ocean,48.67333521,60.00683468,2657.484588,30.58430991,8.033753321,0.572961877,7.76119793,2.525281225,2.872970399,1.505300762,17.39738286,-3.966282822
53:16.8,Indian Ocean,32.99316779,44.41664375,205.0535342,35.60270076,8.315586981,0.125072494,15.65562658,2.859427019,7.241097065,0.614659808,10.42111937,24.56976936
53:16.8,Indian Ocean,-9.737512852,36.88890136,1917.912374,30.84676155,8.12744561,0.539294818,38.47146457,1.497117911,6.919317368,0.890950705,14.30206357,7.774565463
53:16.8,Atlantic Ocean,-40.74720007,-3.677087524,4862.597481,39.03745771,7.500252454,1.825429502,30.56974062,2.281594095,3.820932796,2.059946544,11.13190726,-20.99550617
53:16.8,Arctic Ocean,89.48241003,10.31637744,4138.209209,39.07117419,8.263174386,0.975698527,12.78993605,1.574545064,1.214292959,1.288720053,16.23157889,-19.90760499
53:16.8,Atlantic Ocean,-13.2873656,-59.60069024,4349.225121,36.9823299,8.246848121,1.334675232,38.06416276,0.208401088,4.126560014,1.881391892,16.89530383,-11.90299736
53:16.8,Atlantic Ocean,-8.750335621,6.952569351,4188.701545,39.26188921,8.009722706,0.429405581,25.82587169,0.978334539,2.266006116,2.470727074,4.655808563,-10.94276863
53:16.8,Southern Ocean,-60.54771219,-108.879874,1865.838128,38.1145303,8.402918973,2.889530622,18.21798579,0.262460069,1.999138491,1.022466067,9.194955413,5.779484384
53:16.8,Pacific Ocean,53.06571877,109.862783,597.9835325,38.28538576,8.408446206,1.235333084,18.73200796,2.966637358,3.751655283,1.705020115,12.69695468,19.95014878
53:16.8,Other,34.86280064,-113.1202963,1634.803104,35.69707851,8.023911677,0.547833407,16.42977871,0.687077736,1.693538561,2.33276368,19.56881661,8.215305406
53:16.8,Other,-50.2614697,-149.4121356,4990.711801,33.06059198,8.107988231,0.555935967,9.319682102,1.907701258,7.702251549,2.145369578,13.65378758,-24.35876718
53:16.8,Southern Ocean,-75.17141179,-22.95143051,5882.824787,32.17799115,8.496522072,2.509414668,15.46528769,0.853035306,1.332774272,1.619530308,17.95270021,-37.73008131
53:16.8,Indian Ocean,32.48987437,56.99067822,2963.082088,33.27200022,7.798820235,0.858976745,21.11585536,1.959738646,3.809587392,1.150150532,16.92224102,-3.135675241
53:16.8,Atlantic Ocean,27.81201857,-22.42194302,58.20212954,36.2849543,7.824617242,1.225466174,21.12109403,0.631205073,2.138918914,1.222505944,11.64126127,26.16614519
53:16.8,Other,-40.81328514,-80.3685125,840.2688728,31.72656536,7.682773903,0.539628514,30.46947609,2.355810198,5.821679251,1.299405636,17.8731072,16.23997745
53:16.8,Arctic Ocean,81.15544121,20.9416262,1932.483452,32.58640237,8.395866939,0.253206915,14.35191429,0.332434809,1.551680145,1.046536587,7.548434557,1.895769744
53:16.8,Southern Ocean,-62.80957948,-55.07915925,3471.512092,34.68060863,8.24448839,1.285758919,28.67192117,2.6854512,4.827639019,2.097226905,7.585670609,-10.98312436
53:16.8,Pacific Ocean,-12.17973581,155.8323684,450.5618748,32.33050099,7.605642849,0.936043979,23.12367355,2.521265078,6.411710466,0.376245757,15.61931286,23.71559199
53:16.8,Arctic Ocean,79.85086563,152.1522503,5660.143792,35.8864367,8.481767351,0.695836555,38.47381618,2.036422031,7.650418845,2.902362362,2.690873313,-34.41122177
53:16.8,Atlantic Ocean,-14.44908295,0.85385519,2190.50204,39.23176028,8.230961708,0.978221829,15.41139704,0.202243881,5.889692941,2.336956506,6.116504349,5.870740657
53:16.8,Atlantic Ocean,24.93467058,-61.96176215,5475.505308,37.48089366,8.35052211,0.233554541,36.04865857,0.625707085,1.696442303,0.894489157,12.17144902,-24.4202918
53:16.8,Indian Ocean,-18.43300837,85.36766902,4683.130817,36.66426614,7.548150789,1.579581613,32.82570189,2.578084787,1.619643848,0.127642708,8.401311977,-18.10977544
53:16.8,Other,-40.64126358,-166.7833403,4532.623635,35.82721476,8.004960919,2.959647338,25.50657138,0.365923303,6.12118634,2.133909517,18.8144742,-18.78735241
53:16.8,Arctic Ocean,87.11597663,-9.083157824,3640.317479,34.87947909,8.198598287,2.217354122,26.18057867,0.467796289,2.507305835,2.203077135,19.17012139,-15.47886774
53:16.8,Atlantic Ocean,-16.31987886,-58.92357806,3760.702902,31.8656386,8.042946585,0.387776103,3.385997384,1.632009971,4.13067516,2.890867832,10.05162618,-10.74004388
53:16.8,Arctic Ocean,70.93785666,151.3929186,3828.019411,38.94710455,8.166647466,0.520885679,38.00898422,0.822532319,7.836347709,0.761116673,10.78123781,-14.43352314
53:16.8,Other,-48.60817094,-175.6789102,3772.328322,32.48536002,8.317874064,1.652357417,4.27744254,0.6662271,6.739347589,0.248175271,14.49254184,-12.7977514
53:16.8,Atlantic Ocean,-51.64115328,19.01335526,3322.369388,30.91308878,7.874337063,0.904157466,22.52933235,1.727440296,6.926153501,2.745404273,9.145298505,-7.903382579
53:16.8,Southern Ocean,-84.39586508,86.63888918,5918.484111,37.50015179,8.348668676,0.793883833,13.20283202,1.117730029,7.025389333,0.775947104,3.801969359,-35.04677958
53:16.8,Atlantic Ocean,27.30002857,-5.393524491,4393.743405,31.75615534,7.662916105,2.612403272,17.19407913,0.42167969,5.336817381,2.164594342,14.93938337,-15.83918343
53:16.8,Other,-23.66525813,-149.2549091,4661.67833,33.71896,7.770886055,0.767924523,24.40732043,1.604561303,6.207537467,0.181978913,14.75571779,-21.00604604
